+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                         ;
+-----------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_004|arb|adder                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_004|arb                                                                    ; 6     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_004                                                                        ; 237   ; 0              ; 0            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_003                                                                        ; 120   ; 0              ; 2            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_002|arb|adder                                                              ; 12    ; 3              ; 0            ; 3              ; 6      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_002|arb                                                                    ; 7     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_002                                                                        ; 354   ; 0              ; 0            ; 0              ; 120    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_001|arb|adder                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_001|arb                                                                    ; 6     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux_001                                                                        ; 237   ; 0              ; 0            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux|arb|adder                                                                  ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux|arb                                                                        ; 6     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_mux                                                                            ; 237   ; 0              ; 0            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_demux_004                                                                      ; 126   ; 4              ; 6            ; 4              ; 235    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_demux_003                                                                      ; 126   ; 4              ; 6            ; 4              ; 235    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_demux_002                                                                      ; 120   ; 1              ; 2            ; 1              ; 118    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_demux_001                                                                      ; 121   ; 4              ; 2            ; 4              ; 235    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cmd_demux                                                                          ; 123   ; 16             ; 2            ; 16             ; 469    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|trk_mm_bridge_m0_limiter                                                           ; 238   ; 0              ; 0            ; 0              ; 241    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|seq_bridge_m0_limiter                                                              ; 238   ; 0              ; 0            ; 0              ; 241    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_010|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_010                                                                         ; 114   ; 0              ; 2            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_009|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_009                                                                         ; 114   ; 0              ; 2            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_008|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_008                                                                         ; 114   ; 0              ; 2            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_007|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_007                                                                         ; 114   ; 0              ; 2            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_006|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_006                                                                         ; 114   ; 0              ; 2            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_005|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_005                                                                         ; 114   ; 0              ; 2            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_004|the_default_decode                                                      ; 0     ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_004                                                                         ; 114   ; 0              ; 5            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_003|the_default_decode                                                      ; 0     ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_003                                                                         ; 114   ; 0              ; 5            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_002|the_default_decode                                                      ; 0     ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_002                                                                         ; 114   ; 9              ; 5            ; 9              ; 118    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_001|the_default_decode                                                      ; 0     ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router_001                                                                         ; 114   ; 0              ; 5            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router|the_default_decode                                                          ; 0     ; 9              ; 0            ; 9              ; 9      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|router                                                                             ; 114   ; 0              ; 5            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_agent_rsp_fifo                                          ; 154   ; 39             ; 0            ; 39             ; 113    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_agent|uncompressor                                      ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_agent                                                   ; 307   ; 39             ; 43           ; 39             ; 336    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_agent_rsp_fifo                                         ; 154   ; 39             ; 0            ; 39             ; 113    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_agent|uncompressor                                     ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_agent                                                  ; 307   ; 39             ; 43           ; 39             ; 336    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_trk_mgr_inst_trks_agent_rsp_fifo                                         ; 154   ; 39             ; 0            ; 39             ; 113    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_trk_mgr_inst_trks_agent|uncompressor                                     ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_trk_mgr_inst_trks_agent                                                  ; 307   ; 39             ; 43           ; 39             ; 336    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_mem_s1_agent_rsp_fifo                                                    ; 154   ; 39             ; 0            ; 39             ; 113    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_mem_s1_agent|uncompressor                                                ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_mem_s1_agent                                                             ; 307   ; 39             ; 43           ; 39             ; 336    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|hphy_bridge_s0_agent_rsp_fifo                                                      ; 154   ; 39             ; 0            ; 39             ; 113    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|hphy_bridge_s0_agent|uncompressor                                                  ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|hphy_bridge_s0_agent                                                               ; 307   ; 39             ; 43           ; 39             ; 336    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|trk_mm_bridge_s0_agent_rsp_fifo                                                    ; 154   ; 39             ; 0            ; 39             ; 113    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|trk_mm_bridge_s0_agent|uncompressor                                                ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|trk_mm_bridge_s0_agent                                                             ; 307   ; 39             ; 43           ; 39             ; 336    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|trk_mm_bridge_m0_agent                                                             ; 195   ; 37             ; 86           ; 37             ; 146    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|seq_bridge_m0_agent                                                                ; 195   ; 37             ; 86           ; 37             ; 146    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cpu_inst_instruction_master_agent                                                  ; 195   ; 37             ; 86           ; 37             ; 146    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_trk_mgr_inst_trkm_agent                                                  ; 195   ; 37             ; 86           ; 37             ; 146    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cpu_inst_data_master_agent                                                         ; 195   ; 37             ; 86           ; 37             ; 146    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_translator                                              ; 115   ; 5              ; 19           ; 5              ; 81     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_translator                                             ; 115   ; 5              ; 28           ; 5              ; 76     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_trk_mgr_inst_trks_translator                                             ; 115   ; 5              ; 26           ; 5              ; 74     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_mem_s1_translator                                                        ; 115   ; 6              ; 19           ; 6              ; 85     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|hphy_bridge_s0_translator                                                          ; 115   ; 5              ; 16           ; 5              ; 84     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|trk_mm_bridge_s0_translator                                                        ; 115   ; 4              ; 16           ; 4              ; 90     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|trk_mm_bridge_m0_translator                                                        ; 100   ; 26             ; 2            ; 26             ; 109    ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|seq_bridge_m0_translator                                                           ; 116   ; 10             ; 2            ; 10             ; 109    ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cpu_inst_instruction_master_translator                                             ; 101   ; 66             ; 0            ; 66             ; 108    ; 66              ; 66            ; 66              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|sequencer_trk_mgr_inst_trkm_translator                                             ; 104   ; 29             ; 0            ; 29             ; 108    ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0|cpu_inst_data_master_translator                                                    ; 104   ; 25             ; 0            ; 25             ; 108    ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|mm_interconnect_0                                                                                    ; 459   ; 0              ; 1            ; 0              ; 453    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|seq_bridge                                                                                           ; 110   ; 2              ; 0            ; 2              ; 106    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_mem|the_altsyncram|auto_generated                                                          ; 52    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_mem                                                                                        ; 54    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_trk_mgr_inst                                                                               ; 77    ; 0              ; 1            ; 0              ; 88     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|hphy_bridge                                                                                          ; 94    ; 9              ; 1            ; 9              ; 83     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|trk_mm_bridge                                                                                        ; 94    ; 2              ; 2            ; 2              ; 90     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_reg_file_inst|altsyncram_component|auto_generated                                          ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_reg_file_inst                                                                              ; 44    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_family_wrapper|sequencer_scc_phase_decode_dqe_inst              ; 19    ; 16             ; 0            ; 16             ; 4      ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_family_wrapper                                                  ; 21    ; 0              ; 0            ; 0              ; 55     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_reg_file_inst|altdpram_component|auto_generated|rd_mux          ; 39    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_reg_file_inst|altdpram_component|auto_generated|wr_decode       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_reg_file_inst|altdpram_component|auto_generated                 ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_reg_file_inst                                                   ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_scc_mgr_inst                                                                               ; 57    ; 0              ; 20           ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|cpu_inst|altera_mem_if_sequencer_cpu_cv_synth_cpu_inst_register_bank_b|the_altsyncram|auto_generated ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|cpu_inst|altera_mem_if_sequencer_cpu_cv_synth_cpu_inst_register_bank_b                               ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|cpu_inst|altera_mem_if_sequencer_cpu_cv_synth_cpu_inst_register_bank_a|the_altsyncram|auto_generated ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|cpu_inst|altera_mem_if_sequencer_cpu_cv_synth_cpu_inst_register_bank_a                               ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|cpu_inst|the_altera_mem_if_sequencer_cpu_cv_synth_cpu_inst_test_bench                                ; 461   ; 3              ; 424          ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|cpu_inst                                                                                             ; 100   ; 0              ; 32           ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0|sequencer_rst                                                                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|s0                                                                                                      ; 117   ; 1              ; 0            ; 1              ; 131    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|p0|umemphy|uio_pads|dq_ddio[3].ubidir_dq_dqs|altdq_dqs2_inst                                            ; 135   ; 1              ; 21           ; 1              ; 36     ; 1               ; 1             ; 1               ; 10    ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|p0|umemphy|uio_pads|dq_ddio[3].ubidir_dq_dqs                                                            ; 135   ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 10    ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|p0|umemphy|uio_pads|dq_ddio[2].ubidir_dq_dqs|altdq_dqs2_inst                                            ; 135   ; 1              ; 21           ; 1              ; 36     ; 1               ; 1             ; 1               ; 10    ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|p0|umemphy|uio_pads|dq_ddio[2].ubidir_dq_dqs                                                            ; 135   ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 10    ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|p0|umemphy|uio_pads|dq_ddio[1].ubidir_dq_dqs|altdq_dqs2_inst                                            ; 135   ; 1              ; 21           ; 1              ; 36     ; 1               ; 1             ; 1               ; 10    ; 0              ; 0            ; 0                ; 0                 ;
; ram_init_inst|LPDDR2_inst|lpddr2_inst|p0|umemphy|uio_pads|dq_ddio[1].ubidir_dq_dqs                                                            ; 135   ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 10    ; 0              ; 0            ; 0                ; 0                 ;
